Income,Expenditure,Savings,Investments,Risk_Profile,Debt_Level,Age,Employment_Status,Credit_Score,Marital_Status,Geographic_Location,Cluster
308790,155471.4279879822,129458.69179986752,30439.89800901968,Moderate,24730.179882772285,42,Unemployed,595,Married,Rural,0
386329,288100.9914779068,20558.086988349954,8964.811763002423,Conservative,23151.7068246056,45,Freelancer,644,Single,Rural,0
43049,12977.573766658506,11000.257881914142,11288.153743751405,Conservative,94992.48239140546,60,Employed,581,Married,Urban,2
230677,73789.64675283413,45709.518794798096,1256.986287815709,Moderate,2768.9886758775374,30,Employed,507,Divorced,Urban,1
380260,228930.14796155092,27993.51278713509,36146.53361193018,Aggressive,13946.546366518154,64,Unemployed,395,Single,Rural,0
379523,286042.7211261569,95869.91180208327,40518.219987971854,Moderate,57033.2426201248,66,Freelancer,751,Married,Suburban,0
88385,37071.17296481218,14551.434024080154,39842.408838606156,Conservative,73783.48386983485,39,Unemployed,672,Married,Rural,2
146131,78153.91108793335,30446.12722758308,6378.407568214212,Conservative,53789.108298501174,35,Freelancer,372,Single,Rural,1
453374,238126.82783690584,166627.13493607333,45165.05636943797,Moderate,35506.399616488416,44,Freelancer,632,Married,Rural,0
216489,116143.24687243545,61633.972930155614,33613.941473704,Conservative,97797.61193529675,25,Unemployed,692,Divorced,Rural,2
43289,26460.827554222466,4592.588149151454,44876.431118843226,Moderate,70385.26851328458,23,Freelancer,405,Single,Rural,2
392370,209867.6801423273,189372.10045171046,22358.02522653318,Conservative,83139.0841067079,28,Unemployed,400,Single,Rural,0
382937,200557.15381679902,128728.04239986553,21847.743054184888,Aggressive,4024.687418820405,46,Freelancer,658,Single,Rural,0
291967,156828.38362402693,115222.08798593555,39226.82593424476,Moderate,23592.01104733837,58,Employed,628,Single,Suburban,0
211232,125774.65567728231,18091.158446155685,4664.892773837176,Conservative,37417.10935915801,22,Unemployed,694,Single,Rural,1
324119,184262.86505847695,23069.581701490843,26043.701831744285,Aggressive,18260.139808227803,24,Freelancer,334,Divorced,Urban,1
29540,21477.58868529795,1735.522933542903,41819.21178156128,Conservative,7289.92727091472,39,Employed,456,Single,Rural,1
36364,11809.151790221846,4907.587711679091,41509.62815347857,Conservative,22509.166459468022,64,Employed,572,Divorced,Suburban,1
417827,299439.28601117723,98809.30791708657,47806.64281711845,Aggressive,53363.56312370426,21,Employed,695,Divorced,Urban,0
47663,34410.8894054563,22455.076448370433,34913.62967652732,Conservative,69574.52483567053,49,Employed,506,Divorced,Rural,2
71991,31852.7066890177,18406.431868591124,10388.531471986418,Moderate,77402.0922965081,36,Unemployed,605,Single,Rural,2
208751,110935.70423075692,37703.519575729406,1014.015744729041,Conservative,4293.615486771707,62,Freelancer,835,Divorced,Urban,1
386326,200607.21006135663,117006.88943805685,23970.789931355095,Conservative,42798.61722125912,50,Employed,761,Single,Rural,0
182049,74504.44841716753,18272.36010668711,25685.193281127777,Conservative,12221.158358536732,18,Freelancer,551,Divorced,Suburban,1
114704,57168.29277409442,37195.94367482601,12013.129224946573,Moderate,43120.03864446718,63,Freelancer,566,Single,Rural,1
69115,22268.4304367943,21134.978535598733,6234.87235618016,Moderate,43397.58491202951,58,Freelancer,508,Married,Suburban,1
373151,163780.0921402885,151647.3965837683,29310.40830952545,Conservative,49821.16867122437,61,Unemployed,838,Married,Rural,0
239295,169502.4805872398,118213.9854098531,38212.78370120707,Conservative,89283.06262632394,67,Unemployed,802,Divorced,Urban,2
211962,93746.79730313364,34527.139265350605,49657.705179508026,Aggressive,80509.55026240894,58,Employed,813,Married,Suburban,2
217459,154200.90198966258,60746.17196090074,37915.130860525926,Aggressive,63672.08451363918,25,Freelancer,447,Divorced,Rural,2
169143,95701.06412079363,77634.84963945685,39681.62071277905,Moderate,88540.73229335308,49,Unemployed,382,Divorced,Rural,2
210347,155642.33729744394,84840.40147841114,30823.043911439872,Aggressive,67846.86165046234,47,Unemployed,341,Divorced,Urban,2
485585,285227.66492874303,130783.98536104255,49296.13294850089,Moderate,81885.49607630752,63,Unemployed,455,Married,Urban,0
31938,10055.17185412083,15183.875885428548,31997.819255728522,Conservative,56377.83009841266,45,Employed,752,Divorced,Suburban,2
448411,285956.2253431989,33970.05333945471,43012.66431998522,Conservative,52521.82516309006,58,Unemployed,583,Married,Suburban,0
373824,120530.87010642127,175304.53260694665,47289.23231204779,Conservative,72409.72427723848,69,Freelancer,487,Married,Suburban,0
24000,12607.164227797608,1745.4798377343109,46492.925025028046,Aggressive,1968.9311975751077,49,Unemployed,773,Single,Rural,1
221660,169506.36054845524,65675.00631120741,19070.767189167826,Moderate,69037.75716314235,42,Unemployed,806,Married,Rural,2
383186,146607.71834955673,172701.3272953348,3933.102915712933,Moderate,93451.82184043646,51,Employed,432,Single,Suburban,0
375754,185974.24805359848,63211.0004421202,8593.685126962342,Conservative,71394.2079826754,50,Freelancer,570,Divorced,Rural,0
271492,180523.21748494555,71269.86026402854,2961.1652698303737,Moderate,3679.37242972185,30,Unemployed,372,Divorced,Urban,1
385835,285953.6149954278,75603.59488681519,5269.846741457001,Moderate,37788.56407727239,42,Freelancer,735,Single,Rural,0
58304,37050.53047425359,27896.409523548817,9232.562294684882,Aggressive,80958.13022712861,59,Freelancer,592,Divorced,Suburban,2
351593,150863.85448041788,147894.26151821055,17054.71582937009,Conservative,95860.855004442,57,Unemployed,736,Single,Rural,0
102986,65633.38217021471,38007.05334045634,27176.98232875379,Moderate,37016.335563637724,56,Employed,359,Single,Urban,1
171836,77045.0454683812,54030.76189239722,35584.1029677543,Conservative,84119.40558769081,61,Freelancer,626,Divorced,Suburban,2
128940,84999.13244641386,54060.19739195505,10546.366805325597,Moderate,86380.9875301513,66,Unemployed,481,Single,Suburban,2
499243,387920.0803574692,113088.6085751031,33626.12021190697,Moderate,12328.639932605001,61,Freelancer,733,Single,Suburban,0
320638,211844.47668790905,80607.85927287386,35212.953725120984,Conservative,84578.84667186874,65,Freelancer,818,Single,Suburban,0
285517,208838.6262750216,108068.40562902993,27931.11684330947,Moderate,32424.989563861505,27,Freelancer,382,Divorced,Rural,0
163233,49141.60831656449,34440.47247452529,45180.89348993553,Conservative,59323.77215654173,48,Unemployed,327,Divorced,Urban,2
117532,77428.44348197688,9256.282484373263,5549.740696090533,Aggressive,53896.2119356421,61,Freelancer,565,Divorced,Rural,1
374802,267906.1377441048,31277.44203587281,8856.072880120973,Conservative,66305.38637361207,28,Freelancer,582,Divorced,Rural,0
405777,129962.0014223341,41354.05714144107,21433.241219474243,Moderate,74046.46509447302,42,Employed,696,Divorced,Suburban,2
120386,88579.88199866046,53133.15510642258,6335.636761711944,Aggressive,44088.10976185801,63,Unemployed,682,Married,Urban,1
47350,20282.235855240335,12429.464566800325,28314.807186204373,Conservative,88831.08221491324,69,Unemployed,618,Married,Rural,2
113008,71494.06493016802,41903.03485770949,19920.02333047122,Moderate,80949.84215615613,62,Freelancer,492,Single,Urban,2
376441,263575.4955072251,85380.28244199873,14229.789726795922,Moderate,78542.10926478598,51,Employed,526,Married,Urban,0
45351,28631.549165877415,7547.310079310899,8499.490650881864,Conservative,45824.68419342918,37,Freelancer,750,Divorced,Urban,1
108668,37614.601892508355,22411.305309092702,16766.911917410514,Moderate,3757.288584461016,24,Freelancer,481,Divorced,Urban,1
134585,80503.46580791133,54827.513925030915,30397.967541617098,Moderate,49225.64063789444,50,Unemployed,626,Divorced,Rural,1
428521,246310.36908111486,141989.25760156862,28789.26054447058,Aggressive,89844.55341441829,52,Employed,502,Single,Urban,0
357497,268180.1761863739,168716.38378702456,8181.200010511691,Aggressive,19045.015560751886,46,Freelancer,701,Single,Rural,0
227869,114417.55147714815,81091.09168528605,6245.99053703167,Moderate,98259.24720105878,69,Unemployed,771,Single,Urban,2
85953,39584.84176896161,26351.619807395044,1333.8381304436264,Moderate,80769.06200131714,29,Freelancer,478,Single,Urban,2
339602,229206.00965207638,110230.80326962331,621.2796896966133,Aggressive,70982.97922820647,22,Freelancer,317,Single,Rural,0
302502,153168.1557454398,143406.26033193344,43990.52178598426,Moderate,67715.99579223208,29,Employed,762,Single,Suburban,0
23267,14496.4598519214,9415.931965843893,2254.4428002694963,Conservative,58702.58819337626,46,Employed,845,Married,Rural,1
102745,64033.25725492637,6248.802619946594,36561.055493662316,Moderate,72067.0323249132,52,Employed,702,Divorced,Urban,2
371732,276575.86873635766,107937.16788576175,43599.25481224785,Aggressive,42190.55562193205,37,Freelancer,692,Married,Rural,0
320657,192184.5548252174,115357.08851407906,4902.892428122879,Moderate,84528.81080201297,54,Employed,599,Single,Urban,0
177164,97630.97107765272,68547.28775538752,21815.07119165088,Moderate,69634.59560952809,18,Unemployed,650,Divorced,Rural,2
31338,11577.374813307024,4572.651480777067,48115.14915871383,Conservative,77125.31123795491,33,Freelancer,486,Divorced,Rural,2
151484,54211.3978050585,66687.77246276889,41706.93302617926,Aggressive,79248.74221659795,47,Employed,646,Divorced,Rural,2
27543,10388.139436295927,13224.20451119049,24485.201592892754,Moderate,9207.004570890254,26,Freelancer,708,Married,Suburban,1
388035,149752.11272587956,60735.97066658132,38128.555639577644,Moderate,5564.077268773793,59,Freelancer,370,Divorced,Rural,0
446712,276487.2759089786,199759.31231629977,41668.88122158319,Conservative,80098.58684847358,27,Unemployed,626,Single,Rural,0
80692,54103.22952357815,7556.034637226946,17401.348159435965,Conservative,25938.40210382462,30,Unemployed,511,Single,Suburban,1
240156,135687.1220899585,18028.04892034177,44607.645843498045,Moderate,58196.98075118143,65,Unemployed,608,Married,Suburban,2
243992,174334.4472996197,26387.90804560151,23523.665983857838,Aggressive,44371.085521898625,37,Freelancer,407,Married,Urban,1
326569,259828.62034558796,24813.850961211716,26390.3681779415,Conservative,2203.9203667634233,46,Freelancer,476,Single,Urban,0
58756,41717.13101826844,25280.092552846145,49985.38189109155,Conservative,4028.125816627148,21,Unemployed,726,Married,Rural,1
38888,25177.69287375535,2977.753907961976,42165.14830760806,Conservative,82712.52422787956,63,Freelancer,830,Divorced,Urban,2
186807,105778.78185187752,32177.297668231677,18088.500288649,Conservative,60767.75614887239,66,Unemployed,717,Married,Rural,2
329439,172766.5535397221,31853.573726149043,517.2798236349973,Conservative,52384.30787368449,45,Unemployed,547,Divorced,Suburban,0
134352,45974.74255546017,24578.343640272127,31308.703689694732,Moderate,94435.20834717502,54,Employed,508,Divorced,Suburban,2
365186,182477.7378756318,33141.272380889386,35195.67130640539,Aggressive,17311.502592884488,30,Unemployed,515,Divorced,Rural,0
105999,80036.38068213472,37163.404458978934,32540.134507168983,Conservative,25797.083965879854,20,Employed,737,Divorced,Urban,1
37955,26720.74945905161,4174.938691427098,48393.11755816065,Moderate,75673.90782356272,54,Unemployed,610,Divorced,Urban,2
319985,130562.09801663236,138659.31336080044,43148.551366607215,Conservative,77523.52279579295,65,Freelancer,682,Single,Urban,0
90640,48338.664802477826,37863.58857703823,22441.584659032425,Conservative,40489.71964391645,36,Employed,570,Single,Rural,1
216582,153418.37232826735,12160.593823167988,3142.8743736190477,Conservative,95097.843464376,45,Freelancer,420,Single,Urban,2
448127,149536.51919118591,203035.9740330648,23802.938475099843,Moderate,93825.45777151706,36,Freelancer,706,Divorced,Suburban,0
472247,233146.59320213366,29763.34003709719,34462.20099810116,Conservative,1240.971506015953,34,Unemployed,544,Married,Suburban,0
239798,174074.31245994943,37849.860973563475,30385.49041135023,Moderate,17232.790234072505,35,Unemployed,365,Married,Suburban,1
420573,211106.1682138107,27158.54857883861,26906.853385544244,Conservative,82021.94416838713,35,Freelancer,527,Divorced,Suburban,0
445695,151004.72954178977,89642.44333019458,23440.947900762065,Conservative,33521.66848260083,40,Unemployed,436,Married,Suburban,0
81476,46544.565105266855,22914.305072056533,14688.093651369316,Conservative,9546.26786998284,57,Unemployed,493,Divorced,Suburban,1
326955,238962.00871300563,133557.91041698,13867.338086231463,Aggressive,78499.91744235836,67,Unemployed,788,Married,Suburban,0
187280,111458.33824213386,37847.73314739591,25011.573946290093,Moderate,45458.35055752094,26,Freelancer,653,Divorced,Suburban,1
171222,70738.58073332859,62919.03585206118,8030.15732148245,Aggressive,49241.07867153719,46,Employed,456,Married,Suburban,1
91180,44871.48428206321,12252.495380048884,17034.27117874008,Conservative,18636.938881617127,68,Employed,775,Married,Rural,1
194358,102049.93811629897,75366.06668514371,16198.963735504978,Conservative,66089.50539389277,59,Freelancer,315,Single,Rural,2
132856,78336.30535158995,20751.90428360495,29356.640079210043,Conservative,55124.13181226177,46,Unemployed,377,Married,Suburban,2
350594,238290.1567613558,40176.36857440722,3334.115018151229,Conservative,20667.29377890758,19,Unemployed,351,Married,Suburban,0
434568,151854.05513542783,57986.13898020842,41483.43401325476,Moderate,34033.15084392068,34,Employed,813,Divorced,Suburban,0
206141,153539.1798691371,27195.853952875546,28118.919019220106,Conservative,59687.9287336172,62,Freelancer,803,Married,Urban,2
394032,120634.80844941514,110639.57373900356,33541.33403879677,Conservative,92487.22554334102,48,Freelancer,360,Married,Rural,0
130448,63270.693476793625,56113.369691874075,35154.69518797164,Moderate,92037.63503214916,45,Unemployed,431,Married,Suburban,2
34397,10790.688201064751,2952.029124990047,14574.206842126825,Moderate,28790.5904397483,60,Unemployed,681,Married,Rural,1
454771,225787.9407172517,167415.00436290755,23518.578369243325,Aggressive,73562.09777598848,65,Unemployed,842,Married,Suburban,0
198031,111472.89738374158,68212.94768818178,47812.29779348336,Conservative,77551.90805238095,69,Freelancer,709,Single,Urban,2
413944,230086.91994354862,183225.6795230241,38335.26189984074,Moderate,80882.30999827948,56,Employed,454,Married,Suburban,0
463733,177523.56512622928,74135.32630444733,48477.84376115927,Conservative,57076.228475148004,47,Freelancer,350,Divorced,Rural,0
139180,86691.08209755366,35149.83055930209,37312.71725731441,Aggressive,1050.79980995878,52,Freelancer,394,Divorced,Rural,1
86234,27800.912450409778,40238.709013493026,8780.00698542587,Moderate,76167.62854462485,65,Freelancer,822,Married,Rural,2
59954,40825.88074710942,20803.861289235763,3226.794192233812,Moderate,10659.744982935004,68,Employed,823,Married,Rural,1
198352,153390.00838574392,44618.446502565566,28883.07183598318,Conservative,11687.138622040184,37,Unemployed,654,Married,Suburban,1
99459,46734.23388981152,10854.514883880965,17890.66398513048,Moderate,60562.48026461527,33,Unemployed,344,Single,Urban,2
429995,240203.67397012704,72290.0084374966,13772.895506908511,Conservative,98352.05210253016,51,Freelancer,504,Divorced,Urban,0
215004,105234.81271187867,66983.84363495732,40360.54982127088,Moderate,24253.947326579982,31,Freelancer,730,Single,Suburban,1
486152,147476.73483354968,181420.05281909747,18349.663354097367,Aggressive,64581.08800512076,43,Employed,555,Single,Suburban,0
437682,215749.76208807007,46389.8491264997,15850.048486715195,Aggressive,30365.3645737601,37,Employed,547,Married,Rural,0
450155,313244.9166538957,143968.017067809,42499.37965845052,Moderate,89872.61136105297,59,Unemployed,832,Married,Suburban,0
220968,132137.6312397998,65772.90962209851,42314.366824323006,Aggressive,59351.6892113864,68,Freelancer,340,Divorced,Urban,2
448486,157252.6270330471,126150.12010903799,17818.33188775283,Conservative,20747.732765647088,41,Employed,758,Married,Suburban,0
79163,57279.951711314556,28542.64736427736,41624.935049298314,Aggressive,26213.10504454283,60,Employed,576,Divorced,Suburban,1
495853,280426.03075869114,211656.0023319139,42538.92451663302,Moderate,43248.073041812095,35,Freelancer,494,Single,Urban,0
71934,51854.464151870765,14051.972941340186,21196.526751483314,Moderate,12204.356202981271,60,Freelancer,370,Divorced,Urban,1
215967,127444.45037372322,97197.13304776211,3323.656510458578,Aggressive,7873.336826348165,26,Freelancer,569,Divorced,Suburban,1
445523,258333.93750476674,54480.83604759455,79.23222331700508,Aggressive,68006.13957479561,36,Freelancer,634,Divorced,Rural,0
336242,118568.87947450692,42992.15140579195,26164.62314444975,Conservative,40716.506208912026,37,Freelancer,607,Single,Rural,1
474137,181916.8208955748,80625.77766870538,17203.774668517784,Moderate,72622.5791870277,59,Freelancer,726,Single,Rural,0
25486,20032.31784353606,2645.163683574571,49856.5947079183,Conservative,11005.820043762149,47,Employed,498,Married,Urban,1
159407,66033.29341996888,24491.87349206056,38620.54998136421,Aggressive,60986.55479010957,43,Freelancer,375,Married,Urban,2
369044,291074.61971581867,36123.98018292282,38063.77281752062,Moderate,44330.67933697404,48,Unemployed,824,Divorced,Rural,0
146020,82640.94670333646,61297.52956769301,47762.13841436718,Conservative,5799.865445702856,52,Freelancer,529,Divorced,Suburban,1
122795,45175.608017108076,13818.86381142313,44386.21989466604,Moderate,54480.19782759769,20,Unemployed,384,Single,Suburban,2
240184,83980.6001330965,92779.2124542305,15909.373972819434,Moderate,8280.427471454577,57,Unemployed,461,Single,Suburban,1
162202,65599.68499830621,11607.376341475352,8299.361080193818,Moderate,82771.97477910081,46,Unemployed,696,Single,Urban,2
369652,281977.4451592627,176262.6962477782,37294.61325327411,Conservative,63195.74653900288,23,Freelancer,670,Divorced,Urban,0
257027,130331.99485420556,95105.65471764962,18913.69468414365,Conservative,55696.753376044835,69,Freelancer,514,Divorced,Rural,2
138324,68846.22484292595,7339.256603981396,23658.632581547823,Moderate,13346.900446965903,18,Unemployed,300,Single,Suburban,1
342710,156482.45886567965,134937.0675326269,31519.886563741344,Conservative,28745.7113504083,69,Freelancer,676,Divorced,Urban,0
217775,81345.6972535694,61268.135632685204,45393.63384676203,Moderate,49287.58971352993,41,Employed,711,Single,Urban,2
309336,168255.76896735514,123955.36694885306,20954.3876835483,Moderate,63328.3513639688,55,Employed,499,Married,Rural,0
283206,103376.95614692477,80748.7040664006,39165.84451096807,Conservative,18323.07187421556,51,Employed,482,Single,Suburban,1
104076,74699.52054086357,35225.68638746572,13416.989563732874,Moderate,886.6278133623396,68,Employed,709,Divorced,Urban,1
109780,53265.09057665157,44334.570108170396,34898.58954618068,Moderate,34476.01872692956,24,Freelancer,697,Divorced,Urban,1
172617,84133.83372989517,40098.69167645643,78.97105389559344,Moderate,48287.145455624355,28,Unemployed,515,Divorced,Urban,1
41689,22387.126998517142,2135.255026039172,43575.36067453174,Conservative,18443.350559680304,28,Freelancer,648,Divorced,Urban,1
293318,153130.72628517597,126852.97283394285,1518.9789977231248,Moderate,49216.55058552058,53,Employed,340,Single,Suburban,0
370605,295531.1695528249,82052.19277823089,35637.68773812921,Conservative,33848.585856926875,37,Freelancer,302,Single,Rural,0
408318,233839.8643268074,111560.32821073763,2312.9094630641944,Aggressive,45508.966610640775,33,Freelancer,393,Married,Suburban,0
385177,132539.73383033552,20605.039366222645,13312.284969700173,Conservative,34745.7750578594,22,Employed,358,Single,Rural,1
29348,17709.71811029987,7966.2623438896035,24860.120177827655,Aggressive,62846.784978680014,41,Unemployed,706,Married,Urban,2
436930,164194.86254181832,215808.1731659311,20996.93426741191,Moderate,4289.7010993571685,47,Freelancer,317,Single,Suburban,0
58102,18329.369517090214,10180.658433001468,9591.805730050528,Aggressive,17090.528994427357,47,Freelancer,793,Single,Rural,1
94460,74186.15191817643,21531.044413192765,16690.745585461867,Moderate,43275.086911099956,56,Employed,807,Divorced,Rural,1
384778,264253.7738034432,138225.916607551,36385.31850304835,Conservative,35629.67155518567,65,Unemployed,631,Married,Urban,0
109930,86850.69076802269,45803.12054189411,33462.854628982415,Aggressive,39163.19559538171,64,Employed,468,Divorced,Rural,1
26801,14444.11014272206,6373.980811744372,3590.729188195785,Conservative,80376.06948804797,54,Employed,505,Divorced,Rural,2
123150,69718.7574804982,23318.574625463632,37365.79127864432,Conservative,88633.16582473657,50,Freelancer,820,Single,Rural,2
223339,85799.8036990113,105420.83435428921,2652.294059851418,Conservative,24866.878349757004,37,Unemployed,804,Single,Urban,1
199208,84355.36732579819,70662.11253432845,27146.31945498922,Aggressive,83639.10602863054,39,Employed,645,Married,Suburban,2
174697,125655.11609793968,18091.549173967218,13003.137402109533,Moderate,45878.986529035785,58,Freelancer,603,Married,Urban,1
233945,111847.42560746278,18953.64960259467,29384.506377990943,Moderate,27382.061928622083,38,Employed,414,Single,Rural,1
251915,179718.04706196242,67411.80729783511,13066.419797045093,Moderate,98545.60710046784,54,Freelancer,386,Married,Rural,2
223664,146389.62281446735,33335.00103957872,49247.89848129155,Moderate,82480.17914341674,44,Unemployed,394,Single,Suburban,2
228124,88645.67007835952,37479.20804564201,15486.409186376593,Moderate,99425.3319086536,55,Employed,727,Single,Rural,2
457477,253315.6206166806,203559.64320213237,12098.0317837248,Conservative,16819.078442825463,52,Unemployed,749,Single,Suburban,0
21542,13758.738840078098,1945.3440831198839,13923.2645457673,Aggressive,14384.267394785866,55,Unemployed,840,Married,Rural,1
303821,126850.92081945647,112995.23838383042,44823.64286296477,Conservative,50337.79529442393,57,Freelancer,301,Divorced,Rural,0
197804,141497.95506745664,34025.060029462235,31810.941433467236,Conservative,63864.37600345539,23,Employed,377,Married,Urban,2
201415,115292.73132223189,78984.42892135147,36534.20487103882,Moderate,17106.009253335164,49,Employed,623,Divorced,Urban,1
59081,22605.63279109972,22160.404152470805,45900.52550471752,Moderate,86043.06680885426,33,Freelancer,397,Married,Suburban,2
213928,126536.74616027054,11408.000611478625,45593.62424225037,Moderate,53201.347866336335,45,Freelancer,409,Divorced,Urban,2
375249,300145.5026478513,104736.09955353773,36947.292328936375,Conservative,41094.183322064746,33,Unemployed,756,Divorced,Suburban,0
239930,90036.31074740141,27038.6155331341,9891.221442066144,Conservative,60205.36729270451,44,Employed,787,Married,Urban,2
301209,213369.96908218646,132472.3699441077,42168.666033750276,Moderate,63495.37129722892,20,Employed,670,Married,Suburban,0
234532,94669.89756779217,103713.25112576867,10188.801709553185,Moderate,4278.328098379414,66,Freelancer,636,Divorced,Rural,1
108092,74712.55965399988,25753.525760626886,37144.940704921595,Conservative,99989.26667050493,38,Freelancer,321,Single,Suburban,2
336837,224767.61194522373,84201.84911949298,34280.153327243715,Moderate,36391.95768044755,55,Freelancer,604,Divorced,Urban,0
309106,139173.33601270363,57641.259320409095,37944.44250702233,Conservative,6154.264690989619,55,Employed,571,Divorced,Suburban,1
48295,22356.313731387552,17988.575543723615,26634.284035690787,Conservative,85232.31747755152,47,Employed,789,Single,Urban,2
33807,23538.485349045204,7146.719114925976,31936.309112460982,Conservative,99301.86792123123,39,Unemployed,745,Divorced,Rural,2
455564,241778.18158871582,77676.67488854312,47666.00402171277,Aggressive,81635.85092160902,36,Freelancer,577,Single,Urban,0
177504,118112.76168423046,43400.43389382971,5054.429708710745,Moderate,85188.24898598457,48,Unemployed,676,Single,Rural,2
496501,185687.43857564215,45265.689965101235,15442.363739081,Conservative,62593.51142194509,37,Employed,531,Married,Rural,0
258067,187428.6145509941,99606.49214581208,30567.850654919122,Moderate,92232.55782209328,64,Unemployed,725,Divorced,Urban,2
471070,308759.23174377,26223.70403619531,48202.70650657447,Aggressive,3573.855172746754,36,Unemployed,354,Divorced,Rural,0
453478,341682.7055324014,154190.80852770616,4778.722383130057,Moderate,76672.3862954201,19,Unemployed,740,Single,Urban,0
188152,68898.66393009407,24890.44689709224,1127.4610765043215,Aggressive,67071.02283340755,57,Freelancer,333,Divorced,Suburban,2
414540,247276.11548974106,64080.34799297527,2787.4799235164005,Conservative,4958.497052400224,56,Employed,628,Single,Rural,0
373411,223882.40839024645,125478.94110987919,2620.2843230599406,Aggressive,54397.35789764793,44,Freelancer,753,Divorced,Suburban,0
186981,89139.52136408896,92896.7529789992,45390.792888870215,Moderate,51506.03457578695,25,Unemployed,687,Divorced,Suburban,2
240411,127233.48579855991,96157.87766943945,36062.89539669124,Conservative,69153.42250769767,62,Freelancer,729,Single,Urban,2
39870,12718.162464183228,6045.401761535988,33855.31830981391,Moderate,7753.141160917254,44,Employed,775,Single,Urban,1
447794,301334.0250684721,57859.97312150027,26128.641013090477,Aggressive,80527.8785328412,32,Employed,424,Divorced,Rural,0
223196,128262.09005643541,98162.67027051833,39097.630848607594,Moderate,13940.344201150467,29,Unemployed,822,Divorced,Urban,1
268683,88361.9195196826,67139.2540557271,7782.39963807954,Moderate,41866.461346187265,64,Unemployed,781,Single,Suburban,1
254677,163089.5342757488,28440.738499639767,19597.05948942187,Conservative,88128.8007501636,31,Freelancer,616,Married,Suburban,2
46790,24957.366696823643,20493.792623755067,24500.212538217176,Moderate,56053.16054954964,24,Employed,421,Married,Suburban,1
138874,44055.08647069372,57944.00423837681,5520.474883836313,Conservative,37959.09137547343,34,Employed,846,Divorced,Rural,1
307433,241274.60614404528,151490.0283273985,20975.68546687585,Conservative,4820.224204583678,43,Freelancer,612,Divorced,Urban,0
468345,362759.463327612,215150.50812905337,15825.088963131018,Moderate,67227.35172017217,54,Employed,786,Divorced,Suburban,0
244786,136211.46541950395,106067.1574277117,1779.1072896731318,Aggressive,98654.6765306784,37,Unemployed,311,Single,Rural,2
35485,12307.482924374612,2613.7711278455513,6836.7701364617615,Moderate,91179.63987583829,27,Unemployed,424,Divorced,Urban,2
326626,221227.2555629308,31678.44851496154,38201.84115837359,Conservative,71729.60775734279,36,Freelancer,376,Divorced,Urban,2
106188,57974.989829013575,32498.034346544788,901.8954752322228,Moderate,10529.285825594503,35,Freelancer,535,Divorced,Suburban,1
24748,11166.885096352788,7156.271774142126,46712.66495481806,Aggressive,23944.009340039418,47,Freelancer,553,Married,Rural,1
237841,129791.99538078473,60907.14300383253,4321.231622361871,Moderate,18684.901945328704,47,Unemployed,705,Divorced,Suburban,1
160507,90080.07122329743,36684.70891444341,39961.90471017291,Moderate,35546.16402556453,42,Freelancer,542,Divorced,Suburban,1
285853,166182.31365031636,69760.91482846536,44930.82704717354,Aggressive,23551.72277915355,41,Employed,760,Single,Rural,1
143961,74947.80352076722,44078.56495319067,47056.77924252236,Moderate,24443.94459716932,27,Freelancer,576,Married,Suburban,1
50355,30357.9041447836,2564.8033696884404,43373.85117479863,Conservative,61672.99353754057,19,Employed,768,Single,Rural,2
206843,157069.82187297745,34608.7532355827,14377.50197127216,Conservative,31870.265596138346,55,Unemployed,519,Divorced,Rural,1
471015,226621.35152237146,133403.63518808698,16654.35656692385,Aggressive,67716.28764724731,49,Employed,524,Divorced,Suburban,0
426332,282597.67559874366,159873.32520087983,21327.2849305038,Moderate,94788.96591461805,52,Employed,400,Divorced,Suburban,0
176542,131916.8216434318,22662.786854990623,6964.834470355041,Conservative,63847.79166132391,68,Employed,806,Divorced,Urban,2
193416,102121.64380019197,57269.80609917156,1113.6227533611932,Moderate,75165.66772103713,54,Unemployed,630,Divorced,Urban,2
325062,169593.92054298724,120762.76219347598,43456.08071405173,Moderate,75158.0415282838,24,Employed,536,Single,Rural,0
334368,200974.72607955345,83619.56732461043,27706.435810522817,Aggressive,33070.2788399311,24,Employed,638,Divorced,Rural,0
59298,35324.01901011735,3687.5356789650095,30436.147108910816,Conservative,1495.7994593435496,44,Freelancer,805,Divorced,Rural,1
362363,254847.96692668836,91377.32096773759,46349.42374088977,Moderate,5504.796299421444,27,Freelancer,464,Married,Urban,0
81629,43936.13106721913,14970.774883750364,33256.008905680785,Aggressive,28206.025088455845,50,Freelancer,517,Married,Suburban,1
348184,277872.2365486296,163069.30355354567,34542.67521699067,Conservative,68954.3183657598,60,Employed,675,Divorced,Suburban,0
250907,82733.0164648914,26615.216842176436,39348.43242183711,Conservative,90668.31386482925,24,Employed,311,Divorced,Urban,2
310160,93539.26995789522,106575.3740620554,5817.422492870189,Aggressive,95879.82621907463,23,Unemployed,731,Divorced,Suburban,2
43960,27259.55888808053,3240.902417629102,18008.107660689577,Moderate,2584.866384007345,23,Employed,382,Divorced,Suburban,1
315735,141833.67352728857,79178.98043225628,48410.396385168315,Moderate,99008.72456327712,30,Employed,730,Divorced,Suburban,2
233920,98291.12418229162,70010.09674273457,46146.50390503033,Moderate,32249.721835669377,65,Unemployed,777,Divorced,Urban,1
